FileName,Contrast,Correlation,Energy,Entropy,Homogeneity
Mass-Training_P_00001_LEFT_CC_1.dcm,0.119041199560381,0.919343916633653,0.275839884627822,2.41968123442436,0.940483924697233
Mass-Training_P_00001_LEFT_MLO_1.dcm,0.170059999543967,0.934122888534662,0.181727656987132,3.02330115156395,0.914978984348583
Mass-Training_P_00004_LEFT_CC_1.dcm,0.116537565620908,0.958092264902372,0.188738697738937,2.88185726019824,0.941731217189546
Mass-Training_P_00004_LEFT_MLO_1.dcm,0.108481011493471,0.964677677646562,0.182406845422725,2.9036487824553,0.945759494253264
Mass-Training_P_00004_RIGHT_MLO_1.dcm,0.131654281358325,0.94777552755865,0.200370052454356,2.83415827542529,0.934172859320837
Mass-Training_P_00009_RIGHT_CC_1.dcm,0.127706910700465,0.96039424591459,0.175266344285071,3.02293377055326,0.936146544649767
Mass-Training_P_00009_RIGHT_MLO_1.dcm,0.0913565492269009,0.933839639071916,0.319365076574879,2.19166518707523,0.95432172538655
Mass-Training_P_00015_LEFT_MLO_1.dcm,0.108401138463609,0.936711217725902,0.252419643614839,2.4899462594553,0.945799430768195
Mass-Training_P_00018_RIGHT_CC_1.dcm,0.109338473875108,0.964847837343664,0.207398993799083,2.79274474666741,0.945330763062446
Mass-Training_P_00018_RIGHT_MLO_1.dcm,0.109091575210483,0.960807739585602,0.193582726958176,2.82319103917702,0.945454212394759
Mass-Training_P_00021_LEFT_CC_1.dcm,0.117052868758486,0.974959818281558,0.141433141627568,3.22860941801,0.941473565620757
Mass-Training_P_00021_LEFT_MLO_1.dcm,0.120508897666553,0.980510381024726,0.132913807543727,3.28464981156049,0.939783589890144
Mass-Training_P_00021_RIGHT_CC_1.dcm,0.149687664590642,0.935063882106228,0.199711037023375,2.86385993990884,0.925156167704679
Mass-Training_P_00021_RIGHT_MLO_1.dcm,0.0950090955754608,0.927784988929579,0.290946578267466,2.21878579599817,0.952510234178271
Mass-Training_P_00023_RIGHT_CC_1.dcm,0.08158624695086,0.968273344294251,0.219324151081307,2.5534113142331,0.95920687652457
Mass-Training_P_00023_RIGHT_MLO_1.dcm,0.129384631013106,0.96499570220057,0.158360964666175,3.1256275353524,0.935307684493447
Mass-Training_P_00026_LEFT_CC_1.dcm,0.129372984837019,0.969010505670964,0.149657324281851,3.17914900471167,0.93531350758149
Mass-Training_P_00026_LEFT_MLO_1.dcm,0.139600118346246,0.962668895685433,0.167300546764938,3.13049132429644,0.930199940826877
Mass-Training_P_00027_RIGHT_CC_1.dcm,0.127080722689973,0.972357479868704,0.145375825888523,3.21890313986599,0.936459638655014
Mass-Training_P_00027_RIGHT_MLO_1.dcm,0.114367295008311,0.937581947815827,0.245381203645322,2.56528513326879,0.942816352495844
Mass-Training_P_00034_RIGHT_CC_1.dcm,0.076001994016335,0.928905399252415,0.34333997113993,1.98155603531571,0.961999002991833
Mass-Training_P_00034_RIGHT_MLO_1.dcm,0.0801524425617645,0.967623707531983,0.214258661181047,2.55745046557358,0.959923778719118
Mass-Training_P_00039_RIGHT_CC_1.dcm,0.12580444266443,0.946952309186782,0.219310541999687,2.64779238344172,0.937104371546948
Mass-Training_P_00039_RIGHT_MLO_1.dcm,0.146664915281306,0.954540874153306,0.168743680654601,3.05158079695197,0.92669419126008
Mass-Training_P_00041_LEFT_CC_1.dcm,0.141871031238721,0.974919012754224,0.134383285071375,3.32656967583447,0.92906448438064
Mass-Training_P_00041_LEFT_MLO_1.dcm,0.14289998431712,0.970317496851911,0.132788307611193,3.31867445696154,0.92855000784144
Mass-Training_P_00044_RIGHT_CC_1.dcm,0.147649601294703,0.961554931775748,0.166397899200481,3.12116359918723,0.926273463694071
Mass-Training_P_00044_RIGHT_CC_2.dcm,0.117952849955622,0.967892031856978,0.168435876756506,2.97905070771859,0.941023575022189
Mass-Training_P_00044_RIGHT_CC_3.dcm,0.148648729607272,0.97138379863561,0.15846018683502,3.26012212938546,0.925688188705697
Mass-Training_P_00044_RIGHT_CC_4.dcm,0.0558256894262699,0.943440068260224,0.464274791085013,1.6429594094772,0.972087155286865
Mass-Training_P_00044_RIGHT_MLO_1.dcm,0.0672386601544967,0.951852947818689,0.304697871761666,2.12567299132613,0.966380669922752
Mass-Training_P_00044_RIGHT_MLO_2.dcm,0.0453673669707385,0.913942469028874,0.66181089137155,1.00873406093885,0.977316316514631
Mass-Training_P_00045_LEFT_CC_1.dcm,0.152744600228446,0.930558894767198,0.216510473649226,2.79264747944824,0.923630396430155
Mass-Training_P_00045_LEFT_MLO_1.dcm,0.116087789912338,0.922195632510103,0.281504009727161,2.40119792482388,0.941956105043831
Mass-Training_P_00046_RIGHT_MLO_1.dcm,0.0829504739049639,0.957838969415771,0.254207226926318,2.37976260128081,0.958526795790949
Mass-Training_P_00051_LEFT_CC_1.dcm,0.165810549950727,0.963513342749932,0.147849691304516,3.18067265247573,0.917125707661082
Mass-Training_P_00051_LEFT_MLO_1.dcm,0.0650919318367228,0.940586258657205,0.32808467144905,1.8832369165763,0.967454034081639
Mass-Training_P_00054_RIGHT_MLO_1.dcm,0.132047491305855,0.968317093876572,0.148094148637297,3.23008132453208,0.933976254347073
