FileName,cH_Contrast,cH_Correlation,cH_Energy,cH_Entropy,cH_Homogeneity,cV_Contrast,cV_Correlation,cV_Energy,cV_Entropy,cV_Homogeneity,cD_Contrast,cD_Correlation,cD_Energy,cD_Entropy,cD_Homogeneity
Mass-Training_P_00001_LEFT_CC_1.dcm,1.17353140519279,0.00615075169206002,0.140102421216232,3.31142988836399,0.664340321169597,1.18057848629691,-0.00208841026468493,0.148212000345498,3.30615804152541,0.670681772683314,1.73721770583118,-0.0703115442476677,0.105872112468722,3.76602979156993,0.617454518601643
Mass-Training_P_00001_LEFT_MLO_1.dcm,1.634642002174,0.0180832788145182,0.11039971335201,3.7903102868131,0.63471488809421,1.66156899533073,-0.00723756578401851,0.107412369800362,3.78212793501379,0.628952073565977,2.00407843452563,-0.080293047824303,0.0878627051900112,3.95163316256783,0.595101714819867
Mass-Training_P_00004_LEFT_CC_1.dcm,1.07469355943345,0.065929467242038,0.167997756564381,3.22152036135205,0.699238230317823,0.706792505583811,0.146939227646543,0.218192606625792,2.7674097830211,0.74496303101069,1.46378624628377,-0.0659435527486252,0.14445949897681,3.46301961029557,0.65772372085739
Mass-Training_P_00004_LEFT_MLO_1.dcm,1.01978362958011,0.0779323488172888,0.194232129459166,3.12337500193469,0.720423729156837,0.386601909444293,0.101238132141392,0.42719220793749,1.88995238610988,0.836424621564331,1.25923210887873,-0.0663429420891976,0.154500352960686,3.28049856251474,0.672789317479473
Mass-Training_P_00004_RIGHT_MLO_1.dcm,1.10144876883678,0.111032205149313,0.16124374659355,3.29742751867881,0.695831043173661,0.931695452110709,0.125757587247325,0.17035901474987,3.12816288257898,0.707463625697064,1.19790202980457,-0.0452423178267507,0.183543913557905,3.1520514696406,0.689856326822895
Mass-Training_P_00009_RIGHT_CC_1.dcm,1.48068851127675,0.0553323889419705,0.129268889903301,3.66325609335575,0.65848224315832,1.07841272995685,0.0455783657085512,0.172960444153414,3.21410751985408,0.697303247476304,2.16647065705889,-0.0741619770023837,0.0878934885888993,4.05198262771549,0.596713983064561
Mass-Training_P_00009_RIGHT_MLO_1.dcm,0.620570489478342,0.0310053331678052,0.247892016253316,2.4182327843476,0.749407357725007,1.05779993676648,0.0533136825683965,0.156097013305239,3.21923383347631,0.686194270869702,1.08831185574035,-0.0724183648460936,0.156699306311825,3.08426732012434,0.671079305770898
Mass-Training_P_00015_LEFT_MLO_1.dcm,1.84427666301438,0.023656785513222,0.100349869410232,3.95998331038066,0.624002597048165,1.43620496376022,0.00651117324683284,0.128288669108494,3.58430649508844,0.655249792637412,1.34769321978131,-0.0680735221891601,0.142195184808029,3.37614747668061,0.655759983555412
Mass-Training_P_00018_RIGHT_CC_1.dcm,1.16086952846775,0.00684529020720876,0.199773614236654,3.1865257135093,0.7106651208803,1.22225320552699,-0.0137179036360182,0.149637966665464,3.30252138544886,0.672360734282463,1.01952475096574,-0.0556435043123928,0.215746911038171,2.94498255155356,0.716853673118436
Mass-Training_P_00018_RIGHT_MLO_1.dcm,1.55731752989602,0.00814112360782878,0.115815152237893,3.7017765337467,0.640658068559917,1.75427985902018,-0.0019938352069448,0.103375513950915,3.85942525436456,0.623690190695687,1.58106501989081,-0.0688301883601636,0.121939542959202,3.61088311592263,0.635990791932433
Mass-Training_P_00021_LEFT_CC_1.dcm,1.4049153139186,-0.0182253843502958,0.182526151058512,3.4046315087292,0.695697072910698,1.80402711383943,-0.0239641985867007,0.110144504967627,3.83259344550976,0.631548077802126,1.79836001350129,-0.0690324144222143,0.137068560079933,3.71090437950578,0.653700763263309
Mass-Training_P_00021_LEFT_MLO_1.dcm,1.15814866454577,0.0106651283295338,0.195768228407897,3.1728896729112,0.711487773537696,0.909515839378309,0.0407333823191119,0.292178614731717,2.7992482233832,0.770611250648215,1.29901691504123,-0.0608509700922828,0.169072102540178,3.24665521746108,0.681131452706272
