FileName,cH_Contrast,cH_Correlation,cH_Energy,cH_Entropy,cH_Homogeneity,cV_Contrast,cV_Correlation,cV_Energy,cV_Entropy,cV_Homogeneity,cD_Contrast,cD_Correlation,cD_Energy,cD_Entropy,cD_Homogeneity
Mass-Training_P_00001_LEFT_CC_1.dcm,1.08696396779835,0.0124623133139402,0.150082339449589,3.20461195296045,0.674428652443644,1.16998934731081,0.00265522892070521,0.148205099819417,3.29986691119582,0.671947720613749,1.73721770583118,-0.0703115442476677,0.105872112468722,3.76602979156993,0.617454518601643
Mass-Training_P_00001_LEFT_MLO_1.dcm,1.62914469980082,0.023701305351239,0.109775902316864,3.79171914909958,0.634595271893477,1.59033344092536,-0.0022011271701147,0.117231400987633,3.70953591603308,0.638787813248921,2.00407843452563,-0.080293047824303,0.0878627051900112,3.95163316256783,0.595101714819867
Mass-Training_P_00004_LEFT_CC_1.dcm,1.08785172046983,0.0731109804544482,0.163627047111491,3.2489452013452,0.697220239126094,0.752178859642292,0.155506420835675,0.186249463607007,2.88068019120726,0.727455035393978,1.46378624628377,-0.0659435527486252,0.14445949897681,3.46301961029557,0.65772372085739
Mass-Training_P_00004_LEFT_MLO_1.dcm,0.989631222764976,0.0846113559404412,0.204400891477086,3.07997799530455,0.727491923786207,0.396076566315949,0.112934318133325,0.412950798868028,1.93095863040292,0.832686581296403,1.25923210887873,-0.0663429420891976,0.154500352960686,3.28049856251474,0.672789317479473
Mass-Training_P_00004_RIGHT_MLO_1.dcm,1.02396838243032,0.118231421033027,0.172295482973962,3.18615773433291,0.705474239728002,1.00769250056056,0.139983709725436,0.156649121253128,3.25761154804631,0.698164444187238,1.19790202980457,-0.0452423178267507,0.183543913557905,3.1520514696406,0.689856326822895
Mass-Training_P_00009_RIGHT_CC_1.dcm,1.45331464772641,0.0635693469854015,0.132567674600246,3.63855410230106,0.660635506762082,1.00374046363017,0.0529714190775794,0.19197195902161,3.10758723776095,0.710804827121266,2.16647065705889,-0.0741619770023837,0.0878934885888993,4.05198262771549,0.596713983064561
Mass-Training_P_00009_RIGHT_MLO_1.dcm,0.604641061178433,0.0361196627233992,0.283395944625017,2.38608569854207,0.767306971339025,1.05918132803117,0.060552328357211,0.154546826176664,3.2300819452592,0.686211593917291,1.08831185574035,-0.0724183648460936,0.156699306311825,3.08426732012434,0.671079305770898
Mass-Training_P_00015_LEFT_MLO_1.dcm,1.87222647201693,0.0278635613414123,0.0995504426916303,3.9795845287943,0.623034363213434,1.36401388045772,0.00993781776946253,0.134774920448951,3.51615694525653,0.662399851565604,1.34769321978131,-0.0680735221891601,0.142195184808029,3.37614747668061,0.655759983555412
Mass-Training_P_00018_RIGHT_CC_1.dcm,1.1928687472547,0.0112830661438577,0.154167754185726,3.29104456614371,0.680398939512205,1.16029922089571,-0.00943986067571823,0.168176032651879,3.21442989909206,0.688581306402807,1.01952475096574,-0.0556435043123928,0.215746911038171,2.94498255155356,0.716853673118436
Mass-Training_P_00018_RIGHT_MLO_1.dcm,1.67624612062717,0.0110992815412192,0.113061948160029,3.7976205673342,0.637948396562187,1.60754366578941,0.0032760838845208,0.114232543940647,3.7274349426104,0.636201746924303,1.58106501989081,-0.0688301883601636,0.121939542959202,3.61088311592263,0.635990791932433
Mass-Training_P_00021_LEFT_CC_1.dcm,1.33204536146579,-0.00992100457717601,0.19089426380977,3.33340582432635,0.702630516527525,1.79771745874309,-0.0164164104026213,0.112260253582458,3.8366750930702,0.637214271841192,1.79836001350129,-0.0690324144222143,0.137068560079933,3.71090437950578,0.653700763263309
Mass-Training_P_00021_LEFT_MLO_1.dcm,1.20951709538095,0.0131635341892401,0.158501495154195,3.29274571525649,0.683966683499559,0.881278400123106,0.0464419518015557,0.293626495491914,2.77677949590291,0.773612411842142,1.29901691504123,-0.0608509700922828,0.169072102540178,3.24665521746108,0.681131452706272
Mass-Training_P_00021_RIGHT_CC_1.dcm,1.6109865715404,0.0148848149057688,0.107900844683169,3.7671825961373,0.627747837829349,2.16390062679834,-0.0131947858224832,0.0773097668376758,4.15818215538506,0.583687183396441,2.00584333766702,-0.0752292783129161,0.0938319986640932,3.95390372508346,0.599571324395032
Mass-Training_P_00021_RIGHT_MLO_1.dcm,0.146021765577065,-0.00266435107895073,0.756904688329402,0.870541325245075,0.935065974540596,0.257197368448829,0.0562193034593793,0.558086427680104,1.32716286576564,0.878243903336774,0.256917365479301,-0.0313111264579416,0.617546560661254,1.31764221096196,0.89225196877762
Mass-Training_P_00023_RIGHT_CC_1.dcm,0.744394401299785,0.00645737561663085,0.299268971965147,2.56595454256356,0.772394206294241,1.56971041212705,0.00818177645854816,0.124577362376297,3.66857526995385,0.65087283835996,1.61613020032064,-0.0640305878774672,0.126603622209334,3.61925464130615,0.643340666883003
